8.84000000000041e-07,
8.169999999999619e-07,
1.9029999999999308e-06,
1.998000000000017e-06,
2.2299999999999837e-06,
6.399999999999939e-07,
1.9590000000000536e-06,
1.1829999999999783e-06,
1.044999999999974e-06,
2.3099999999999423e-06,
1.6240000000000915e-06,
1.1030000000000198e-06,
1.774000000000068e-06,
9.450000000000257e-07,
2.1929999999999433e-06,
1.43099999999998e-06,
6.56000000000029e-07,
1.6480000000000357e-06,
2.415999999999985e-06,
1.0869999999999847e-06,
1.0869999999999847e-06,
1.4999999999999823e-06,
1.3669999999999481e-06,
1.014000000000028e-06,
7.790000000000141e-07,
6.16999999999957e-07,
4.2399999999995393e-07,
2.390000000000768e-07,
7.280000000000784e-07,
1.5899999999999899e-06,
1.2899999999999284e-06,
7.650000000000105e-07,
2.249999999999648e-07,
1.7279999999999943e-06,
9.539999999999505e-07,
2.1360000000000216e-06,
1.4260000000000097e-06,
3.779999999999886e-07,
1.2299999999999594e-06,
9.330000000000536e-07,
1.990999999999907e-06,
1.8970000000000532e-06,
2.4299999999992297e-07,
1.0739999999999968e-06,
1.3119999999999495e-06,
1.2470000000000103e-06,
8.200000000000091e-07,
3.899999999999607e-07,
1.227999999999928e-06,
1.3069999999999792e-06,
6.879999999999907e-07,
2.088999999999932e-06,
1.0069999999999177e-06,
1.8760000000000478e-06,
2.0789999999999914e-06,
6.299999999999448e-07,
1.2550000000000278e-06,
1.5290000000000052e-06,
1.2109999999999855e-06,
1.0389999999999878e-06,
2.0160000000000837e-06,
1.2620000000000296e-06,
1.155999999999987e-06,
9.860000000000207e-07,
1.3600000000008137e-07,
8.980000000000446e-07,
8.08000000000037e-07,
7.300000000000015e-07,
1.0250000000000927e-06,
1.9300000000000306e-06,
8.350000000000284e-07,
1.1650000000000202e-06,
9.970000000000855e-07,
5.050000000000367e-07,
9.479999999999645e-07,
2.0530000000000157e-06,
1.6790000000000901e-06,
2.8699999999996523e-07,
1.6729999999999957e-06,
6.549999999999048e-07,
1.990000000000108e-06,
1.7029999999998175e-06,
2.123000000000142e-06,
1.066999999999995e-06,
6.500000000000429e-07,
5.070000000000682e-07,
1.958999999999945e-06,
1.2030000000001848e-06,
1.9569999999999137e-06,
2.0610000000000333e-06,
1.0519999999998673e-06,
1.7660000000000505e-06,
1.3360000000000021e-06,
2.1640000000000287e-06,
8.089999999998359e-07,
8.660000000001913e-07,
1.4900000000000416e-06,
1.8570000000000739e-06,
1.7859999999999317e-06,
7.530000000000384e-07,
